0.2457627119,0.4885175676,0.7836592318,0.4995456852,0.2074465750,0.3658533832,0.2418618365,0.2105592665,0.1643613562,0.1343253500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7860169492,0.5339805825,1.0000000000,0.5288698151,1.0000000000,0.5441860465
0.3361581921,0.4124057259,0.7711995570,0.5844795427,0.1480529214,0.2887034755,0.2331370657,0.2599995636,0.1620714388,0.1310413624,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7860169492,0.6666666667,0.1619903483,0.0818158553,0.9257031880,0.6093023256
0.3276836158,0.3670238531,0.6097161383,0.5959821331,0.1715750701,0.1505448001,0.2164256909,0.2658838565,0.2074545617,0.1458129284,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6430084746,0.7508090615,0.1047023229,0.0329940745,0.9222422520,0.6372093023
0.3389830508,0.4883156162,0.9143659793,0.5774968226,0.1458479370,0.3494464280,0.2236918211,0.2333884523,0.1638130231,0.1377319834,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.6343042071,0.1667591829,0.4796149379,0.9182799356,0.6651162791
0.3220338983,0.4620779543,0.7602509398,0.5492573013,0.1503250837,0.5355045239,0.1565289443,0.2581654237,0.1818403332,0.1744324753,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5005296610,1.0000000000,0.1133598380,0.0801228419,0.9198354485,0.6418604651
0.3361581921,0.4146123662,0.6421939334,0.5542965723,0.1738976782,0.2811883684,0.1915466967,0.2899954548,0.2366778191,0.1501605293,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860169492,0.6990291262,0.2113789913,0.0092918873,0.9283894497,0.6558139535
0.3220338983,0.4635144363,0.5377836355,0.5223859732,0.1425322381,0.6110251026,0.4027802903,0.3444714483,0.2748750559,0.1494859416,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6430084746,0.0388349515,0.0000000000,0.0000000000,0.9136318895,0.6279069767
0.3418079096,0.4132036476,0.4643560536,0.5367340444,0.1697934469,0.2449803551,0.3699625874,0.3562008097,0.2768758340,0.1475728004,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0715042373,0.2718446602,0.2007751356,0.2882847412,0.9225046846,0.6372093023
0.3220338983,0.4514682307,0.5320571123,0.5164156309,0.1651936029,0.4348312621,0.4225941322,0.3560687607,0.2693460244,0.1527748209,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2145127119,0.0000000000,0.1928397470,0.0618146741,0.9302655174,0.6465116279
0.3276836158,0.4681380025,0.6797544775,0.4757664911,0.1916339139,0.3374602513,0.3600751025,0.3162635991,0.2492955767,0.1389577671,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4174757282,0.9808566499,1.0000000000,0.9403095701,0.6093023256
0.3305084746,0.3983449955,0.6441027745,0.5770233098,0.1859934200,0.3052346642,0.1812650849,0.2910774114,0.2149552136,0.1671338917,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4290254237,0.8381877023,0.0816642913,0.1033131878,0.9225099685,0.6418604651
0.3276836158,0.4000210285,0.5211815120,0.5407657356,0.1866353233,0.1864285906,0.2595092852,0.2646700058,0.1851026982,0.1348092327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5005296610,0.5242718447,0.5988447978,0.0973679548,0.9587781692,0.7069767442
0.3418079096,0.3680075916,0.6105581537,0.5882363882,0.1636771641,0.2010537348,0.1896555431,0.2803341676,0.2293343351,0.1704646861,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6430084746,0.8317152104,0.2373535369,0.5094789062,0.9207222585,0.6511627907
0.3192090395,0.3931289479,0.3789834444,0.5676436057,0.1811273075,0.1340815598,0.3697649729,0.3345358820,0.2458937752,0.1546576639,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2145127119,0.3268608414,0.0930062761,0.1022698191,0.9188720226,0.6651162791
0.3531073446,0.4061818586,0.3424653868,0.5744120222,0.1832917147,0.2020918687,0.3119197228,0.3124915349,0.1941546679,0.1493188118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5005296610,0.3592233010,0.0883974696,0.1489654901,0.9241059912,0.6232558140
0.3022598870,0.4706419495,0.6202993000,0.5187841138,0.1452945375,0.4273720638,0.2871509235,0.2966611909,0.2504237365,0.1378063471,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0715042373,0.5469255663,0.3496671918,0.4251038447,0.9209362553,0.6232558140
0.3418079096,0.4389407429,0.8348466045,0.5591816594,0.1378235380,0.4914810030,0.1571396471,0.2439184733,0.1986514178,0.1538643496,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.8575211864,0.8834951456,0.2055419698,0.1178219186,0.9275452044,0.6558139535
0.3615819209,0.4617046735,0.7166506249,0.5283291854,0.1466587071,0.4208556684,0.1973792763,0.3033744345,0.2684152392,0.1425248729,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1430084746,0.6407766990,0.2204125722,0.2230052956,0.9230820943,0.7302325581
0.3220338983,0.4124378501,0.4029691823,0.5568937548,0.1832252236,0.2199973244,0.2858174104,0.3047742752,0.1916119686,0.1439960712,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6430084746,0.3624595469,0.3136668917,0.3286217690,0.9402913703,0.6697674419
0.3079096045,0.5296473140,0.8842066997,0.5200496312,0.2072307506,0.3690034991,0.2066497469,0.1963716116,0.1407165068,0.1263556813,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.8575211864,0.5760517799,0.6710374316,0.9116876981,0.9634646696,0.6232558140
